Age,AgeGroup,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Sex,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
30,25-54,Travel_Rarely,1427,Property Operations,2,1,Property Management,2,Male,35,2,1,Property Staff,4,Single,2720,11162,0,0,13,3,4,6,3,3,5,3,1,2,0
41,25-54,Travel_Frequently,857,Property Operations,10,3,Property Management,4,Male,91,2,4,Property Operations Manager,1,Divorced,17181,12888,4,0,13,3,2,21,2,2,7,6,7,7,0
41,25-54,Travel_Rarely,933,Property Operations,9,4,Real Estate,3,Male,94,3,1,Property Operations Staff,1,Married,2238,6961,2,0,21,4,4,7,2,3,5,0,1,4,0
22,15-24,Travel_Rarely,1181,Property Operations,3,1,Property Management,2,Female,79,3,1,Property Operations Staff,2,Single,1483,16102,1,0,14,3,4,1,3,3,1,0,0,0,0
40,25-54,Travel_Frequently,1395,Property Operations,26,3,Real Estate,2,Female,54,3,2,Property Operations Staff,2,Divorced,5605,8504,1,0,11,3,1,20,2,3,20,7,2,13,0
35,25-54,Travel_Rarely,662,General Services,1,5,Business Administration,3,Male,94,3,3,Procurement Officer,2,Married,7295,11439,1,0,13,3,1,10,3,3,10,8,0,6,0
53,25-54,Travel_Rarely,1436,General Services,6,2,Business Administration,2,Male,34,3,2,Procurement Officer,3,Married,2306,16047,2,1,20,4,4,13,3,1,7,7,4,5,0
45,25-54,Travel_Rarely,194,Property Operations,9,3,Real Estate,2,Male,60,3,2,Property Staff,2,Divorced,2348,10901,8,0,18,3,3,20,2,1,17,9,0,15,0
32,25-54,Travel_Frequently,967,General Services,8,3,Office Management,2,Female,43,3,3,General Services Manager,4,Single,8998,15589,1,0,14,3,4,9,2,3,9,8,3,7,0
29,25-54,Non-Travel,1496,Property Operations,1,1,Real Estate,4,Male,41,3,2,Property Operations Staff ,3,Married,4319,26283,1,0,13,3,1,10,1,3,10,7,0,9,0
51,25-54,Travel_Rarely,1169,Property Operations,7,4,Property Management,2,Male,34,2,2,Property Operations Staff ,3,Married,6132,13983,2,0,17,3,3,10,2,3,1,0,0,0,0
58,55-64,Travel_Rarely,1145,Property Operations,9,3,Property Management,2,Female,75,2,1,Property Operations Staff ,2,Married,3346,11873,4,1,20,4,2,9,3,2,1,0,0,0,0
40,25-54,Travel_Rarely,630,General Services,4,4,Office Management,3,Male,67,2,3,Supply Officer,4,Married,10855,8552,7,0,11,3,1,15,2,2,12,11,2,11,0
34,25-54,Travel_Frequently,303,General Services,2,4,Public Administration,3,Female,75,3,1,Office Support Staff,3,Married,2231,11314,6,0,18,3,4,6,3,3,4,3,1,2,0
22,15-24,Travel_Rarely,1256,Property Operations,19,1,Property Management,3,Male,80,3,1,Property Operations Staff,4,Married,2323,11992,1,0,24,4,1,2,6,3,2,2,2,2,0
27,25-54,Non-Travel,691,Property Operations,9,3,Property Management,4,Male,57,3,1,Property Operations Staff,2,Divorced,2024,5970,6,0,18,3,4,6,1,1,2,2,2,2,0
28,25-54,Travel_Rarely,440,Property Operations,21,3,Facilities Management,3,Male,42,3,1,Property Operations Staff,4,Married,2713,6672,1,0,11,3,3,5,2,1,5,2,0,2,0
57,55-64,Travel_Rarely,334,Property Operations,24,2,Facilities Management,3,Male,83,4,3,Security Supervisor,4,Divorced,9439,23402,3,1,16,3,2,12,2,1,5,3,1,4,0
27,25-54,Non-Travel,1450,Property Operations,3,3,Facilities Management,3,Male,79,2,1,Utilities & Equipment Technician,3,Divorced,2566,25326,1,1,15,3,4,1,2,2,1,1,0,1,0
50,25-54,Travel_Rarely,1452,Property Operations,11,3,Real Estate,3,Female,53,3,5,Property Operations Manager,2,Single,19926,17053,3,0,15,3,2,21,5,3,5,4,4,4,0
41,25-54,Travel_Rarely,465,Property Operations,14,3,Real Estate,1,Male,56,3,1,Property Operations Staff,3,Divorced,2451,4609,4,0,12,3,1,13,2,3,9,8,1,8,0
30,25-54,Travel_Rarely,1339,General Services,5,3,Public Administration,2,Female,41,3,3,Administrative Officer,4,Married,9419,8053,2,0,12,3,3,12,2,3,10,9,7,4,0
38,25-54,Travel_Rarely,702,General Services,1,4,Business Administration,1,Female,59,2,2,Office Support Staff,4,Single,8686,12930,4,0,22,4,3,12,2,4,8,3,0,7,0
32,25-54,Travel_Rarely,120,Property Operations,6,5,Property Management,3,Male,43,3,1,Sales & Growth Analyst,3,Single,3038,12430,3,0,20,4,1,8,2,3,5,4,1,4,0
27,25-54,Travel_Rarely,1157,Property Operations,17,3,Property Management,3,Male,51,3,1,Sales & Growth Analyst,2,Married,3058,13364,0,1,16,3,4,6,3,2,5,2,1,1,0
22,15-24,Travel_Frequently,602,General Services,1,1,Business Administration,3,Female,100,1,1,Office Support Staff,1,Single,2325,20989,0,0,21,4,1,1,5,4,0,0,0,0,1
36,25-54,Travel_Frequently,1480,Property Operations,3,2,Facilities Management,4,Male,30,3,1,Property Staff,2,Single,2088,15062,4,0,12,3,3,13,3,2,8,7,7,2,0
30,25-54,Non-Travel,111,Property Operations,9,3,Facilities Management,3,Male,66,3,2,Leasing Officer,1,Divorced,3072,11012,1,0,11,3,3,12,4,3,12,9,6,10,0
45,25-54,Travel_Rarely,1268,General Services,4,2,Office Management,3,Female,30,3,2,Utilities & Maintenance Staff,1,Divorced,5006,6319,4,1,11,3,1,9,3,4,5,4,0,3,0
56,55-64,Travel_Rarely,713,Property Operations,8,3,Property Management,3,Female,67,3,1,Property Staff,1,Divorced,4257,13939,4,1,18,3,3,19,3,3,2,2,2,2,0
33,25-54,Travel_Rarely,134,Property Operations,2,3,Facilities Management,3,Male,90,3,1,Property Staff,4,Single,2500,10515,0,0,14,3,1,4,2,4,3,1,0,2,0
22,15-24,Travel_Rarely,303,Property Operations,2,3,Real Estate,2,Male,47,2,1,Property Staff,4,Single,1102,9241,1,0,22,4,3,1,3,2,1,0,1,0,1
46,25-54,Travel_Rarely,526,General Services,1,2,Public Administration,2,Female,92,3,3,Administrative Officer,1,Divorced,10453,2137,1,0,25,4,3,24,2,3,24,13,15,7,0
38,25-54,Travel_Rarely,1380,Property Operations,9,2,Real Estate,3,Female,75,3,1,Property Operations Staff,4,Single,2288,6319,1,0,12,3,3,2,3,3,2,2,2,1,0
31,25-54,Travel_Rarely,140,Property Operations,12,1,Real Estate,3,Female,95,3,1,Property Operations Staff,4,Married,3929,6984,8,1,23,4,3,7,0,3,4,2,0,2,0
34,25-54,Travel_Rarely,629,Property Operations,27,2,Facilities Management,4,Female,95,3,1,Property Operations Staff,2,Single,2311,5711,2,0,15,3,4,9,3,3,3,2,1,2,0
41,25-54,Travel_Rarely,1356,General Services,20,2,Public Administration,2,Female,70,3,1,Office Support Staff,2,Single,3140,21728,1,1,22,4,4,4,5,2,4,3,0,2,1
50,25-54,Travel_Rarely,328,Property Operations,1,3,Property Management,3,Male,86,2,1,Office Support Staff,3,Married,3690,3425,2,0,15,3,4,5,2,2,3,2,0,2,0
53,25-54,Travel_Rarely,1084,Property Operations,13,2,Property Management,4,Female,57,4,2,Building Engineer,1,Divorced,4450,26250,1,0,11,3,3,5,3,3,4,2,1,3,0
33,25-54,Travel_Rarely,931,Property Operations,14,3,Property Management,4,Female,72,3,1,Facilities Operations Officer,2,Married,2756,4673,1,0,13,3,4,8,5,3,8,7,1,6,0
40,25-54,Travel_Rarely,989,Property Operations,4,1,Property Management,4,Female,46,3,5,Property Operations Manager,3,Married,19033,6499,1,0,14,3,2,21,2,3,20,8,9,9,0
55,55-64,Travel_Rarely,692,Property Operations,14,4,Property Management,3,Male,61,4,5,Property Operations Manager,2,Single,18722,13339,8,0,11,3,4,36,3,3,24,15,2,15,0
34,25-54,Travel_Frequently,1069,Property Operations,2,1,Property Management,4,Male,45,2,2,Utilities & Equipment Technician,3,Married,9547,14074,1,0,17,3,3,10,2,2,10,9,1,9,0
51,25-54,Travel_Rarely,313,Property Operations,3,3,Property Management,4,Female,98,3,4,Building Engineer,2,Single,13734,7192,3,0,18,3,3,21,6,3,7,7,1,0,0
52,25-54,Travel_Rarely,699,Property Operations,1,4,Property Management,3,Male,65,2,5,Property Operations Manager,3,Married,19999,5678,0,0,14,3,1,34,5,3,33,18,11,9,0
27,25-54,Travel_Rarely,894,Property Operations,9,3,Property Management,4,Female,99,3,1,Property Operations Staff,2,Single,2279,11781,1,0,16,3,4,7,2,2,7,7,0,3,0
35,25-54,Travel_Rarely,556,Property Operations,23,2,Property Management,2,Male,50,2,2,Property Operations Staff,3,Married,5916,15497,3,1,13,3,1,8,1,3,1,0,0,1,1
43,25-54,Non-Travel,1344,Property Operations,7,3,Property Management,4,Male,37,4,1,Property Operations Staff,4,Divorced,2089,5228,4,0,14,3,4,7,3,4,5,4,2,2,0
45,25-54,Non-Travel,1195,Property Operations,2,2,Real Estate,1,Male,65,2,4,Operations Supervisor,4,Married,16792,20462,9,0,23,4,4,22,1,3,20,8,11,8,0
37,25-54,Travel_Rarely,290,Property Operations,21,3,Real Estate,2,Male,65,4,1,Property Operations Staff,1,Married,3564,22977,1,1,12,3,1,8,3,2,8,7,1,7,0
35,25-54,Travel_Frequently,138,Property Operations,2,3,Real Estate,2,Female,37,3,2,Property Operations Staff,2,Single,4425,15986,5,0,11,3,4,10,5,3,6,2,1,2,0
42,25-54,Non-Travel,926,Property Operations,21,2,Real Estate,3,Female,36,3,2,Property Operations Staff,3,Divorced,5265,16439,2,0,16,3,2,11,5,3,5,3,0,2,0
38,25-54,Travel_Rarely,1261,Property Operations,2,4,Real Estate,4,Male,88,3,2,Property Operations Staff,3,Married,6553,7259,9,0,14,3,2,14,3,3,1,0,0,0,0
38,25-54,Travel_Rarely,1084,Property Operations,29,3,Real Estate,4,Male,54,3,2,Property Operations Staff,4,Married,6261,4185,3,0,18,3,1,9,3,1,7,7,1,7,0
27,25-54,Travel_Frequently,472,Property Operations,1,1,Real Estate,3,Male,60,2,2,Property Operations Staff,1,Married,4298,9679,5,0,19,3,3,6,1,3,2,2,2,0,0
49,25-54,Non-Travel,1002,Property Operations,18,4,Real Estate,4,Male,92,3,2,Property Operations Staff,4,Divorced,6804,23793,1,1,15,3,1,7,0,3,7,7,1,7,0
34,25-54,Travel_Frequently,878,Property Operations,10,4,Real Estate,4,Male,43,3,1,Property Operations Staff,3,Divorced,3815,5972,1,1,17,3,4,5,4,4,5,3,2,0,0
40,25-54,Travel_Rarely,905,Property Operations,19,2,Real Estate,3,Male,99,3,2,Property Operations Staff,4,Married,2741,16523,8,1,15,3,3,15,2,4,7,2,3,7,0
38,25-54,Travel_Rarely,1180,Property Operations,29,1,Real Estate,2,Male,70,3,2,Property Operations Staff,1,Married,6673,11354,7,1,19,3,2,17,2,3,1,0,0,0,1
29,25-54,Travel_Rarely,121,General Services,27,3,Office Management,2,Female,35,3,3,Facilities Operations Officer,4,Married,7639,24525,1,0,22,4,4,10,3,2,10,4,1,9,1
22,15-24,Travel_Rarely,1136,Property Operations,5,3,Real Estate,4,Male,60,4,1,Property Operations Staff,2,Divorced,2328,12392,1,1,16,3,1,4,2,2,4,2,2,2,0
36,25-54,Travel_Frequently,635,Property Operations,18,1,Real Estate,2,Female,73,3,1,Property Operations Staff,4,Single,2153,7703,1,0,13,3,1,8,2,3,8,1,1,7,0
40,25-54,Non-Travel,1151,Property Operations,9,5,Real Estate,4,Male,63,2,2,Property Operations Staff,4,Married,4876,14242,9,0,14,3,4,5,5,1,3,2,0,2,0
46,25-54,Travel_Rarely,644,Property Operations,1,4,Real Estate,4,Male,97,3,3,Building Engineer,1,Divorced,9396,12368,7,0,16,3,3,17,3,3,4,2,0,3,0
32,25-54,Travel_Rarely,1045,General Services,4,4,Public Administration,4,Male,32,1,3,Building Engineer,4,Married,10400,25812,1,0,11,3,3,14,2,2,14,8,9,8,1
30,25-54,Non-Travel,829,Property Operations,1,1,Real Estate,3,Male,88,2,3,Building Engineer,3,Single,8474,20925,1,0,22,4,3,12,2,3,11,8,5,8,0
27,25-54,Travel_Frequently,1242,General Services,20,3,Business Administration,4,Female,90,3,2,Building Engineer,3,Single,9981,12916,1,0,14,3,4,7,2,3,7,7,0,7,0
51,25-54,Travel_Rarely,1469,Property Operations,8,4,Real Estate,2,Male,81,2,3,Building Engineer,2,Married,12490,15736,5,0,16,3,4,16,5,1,10,9,4,7,0
30,25-54,Travel_Rarely,1005,Property Operations,3,3,Real Estate,4,Female,88,3,1,Property Operations Staff,1,Single,2657,8556,5,1,11,3,3,8,5,3,5,2,0,4,1
41,25-54,Travel_Rarely,896,General Services,6,3,Public Administration,4,Female,75,3,3,Building Engineer,4,Single,13591,14674,3,1,18,3,3,16,3,3,1,0,0,0,0
30,25-54,Travel_Frequently,334,General Services,26,4,Public Administration,3,Female,52,2,2,Utilities & Equipment Technician,1,Single,6696,22967,5,0,15,3,3,9,5,2,6,3,0,1,1
29,25-54,Travel_Rarely,992,Property Operations,1,3,Facilities Management,3,Male,85,3,1,Property Operations Staff,3,Single,2058,19757,0,0,14,3,4,7,1,2,6,2,1,5,1
45,25-54,Non-Travel,1052,General Services,6,3,Public Administration,4,Female,57,2,3,Procurement Officer,4,Single,8865,16840,6,0,12,3,4,23,2,3,19,7,12,8,0
54,25-54,Travel_Rarely,1147,General Services,3,3,Public Administration,4,Female,52,3,2,Office Support Staff,1,Married,5940,17011,2,0,14,3,4,16,4,3,6,2,0,5,0
36,25-54,Travel_Rarely,1396,Property Operations,5,2,Facilities Management,4,Male,62,3,2,Property Operations Staff,2,Single,5914,9945,8,0,16,3,4,16,3,4,13,11,3,7,0
33,25-54,Travel_Rarely,147,Property Operations,4,4,Facilities Management,3,Female,47,2,1,Property Operations Staff,2,Married,2622,13248,6,0,21,4,4,7,3,3,3,2,1,1,0
37,25-54,Travel_Frequently,663,Property Operations,11,3,Facilities Management,2,Male,47,3,3,Property Operations Staff,4,Divorced,12185,10056,1,1,14,3,3,10,1,3,10,8,0,7,0
38,25-54,Travel_Rarely,119,General Services,3,3,Public Administration,1,Male,76,3,3,Procurement Officer,3,Divorced,10609,9647,0,0,12,3,3,17,6,2,16,10,5,13,0
31,25-54,Non-Travel,979,Property Operations,1,4,Facilities Management,3,Male,90,1,2,Utilities & Equipment Technician,3,Married,4345,4381,0,0,12,3,4,6,2,3,5,4,1,4,0
59,55-64,Travel_Rarely,142,Property Operations,3,3,Facilities Management,3,Male,70,2,1,Property Operations Staff,4,Married,2177,8456,3,0,17,3,1,7,6,3,1,0,0,0,0
37,25-54,Travel_Frequently,319,General Services,4,4,Public Administration,1,Male,41,3,1,Office Support Staff,4,Divorced,2793,2539,4,0,17,3,3,13,2,3,9,8,5,8,0
29,25-54,Travel_Frequently,1413,General Services,1,1,Public Administration,2,Female,42,3,3,Office Support Staff,4,Married,7918,6599,1,0,14,3,4,11,5,3,11,10,4,1,0
35,25-54,Travel_Frequently,944,General Services,1,3,Public Administration,3,Female,92,3,3,Office Support Staff,3,Single,8789,9096,1,0,14,3,1,10,3,4,10,7,0,8,0
29,25-54,Travel_Rarely,896,Property Operations,18,1,Facilities Management,3,Male,86,2,1,Property Operations Staff,4,Single,2389,14961,1,1,13,3,3,4,3,2,4,3,0,1,1
52,25-54,Travel_Rarely,1323,Property Operations,2,3,Facilities Management,3,Female,89,2,1,Property Operations Staff,4,Single,3212,3300,7,0,15,3,2,6,3,2,2,2,2,2,0
42,25-54,Travel_Rarely,532,Property Operations,4,2,Facilities Management,3,Male,58,3,5,Property Operations Manager,4,Married,19232,4933,1,0,11,3,4,22,3,3,22,17,11,15,0
59,55-64,Travel_Rarely,818,Human Resources Management,6,2,Medical,2,Male,52,3,1,HR Assistant,3,Married,2267,25657,8,0,17,3,4,7,2,2,2,2,2,2,0
50,25-54,Travel_Rarely,854,General Services,1,4,Business Administration,4,Female,68,3,5,General Services Manager,4,Divorced,19517,24118,3,0,11,3,3,32,3,2,7,0,0,6,0
33,25-54,Travel_Rarely,813,Property Operations,14,3,Facilities Management,3,Male,58,3,1,Property Operations Staff,4,Married,2436,22149,5,1,13,3,3,8,2,1,5,4,0,4,1
43,25-54,Travel_Rarely,1034,General Services,16,3,Business Administration,4,Female,80,3,4,Operations Supervisor,4,Married,16064,7744,5,1,22,4,3,22,3,3,17,13,1,9,0
33,25-54,Travel_Rarely,465,Property Operations,2,2,Facilities Management,1,Female,39,3,1,Utilities & Equipment Technician,1,Married,2707,21509,7,0,20,4,1,13,3,4,9,7,1,7,1
52,25-54,Non-Travel,771,General Services,2,4,Business Administration,1,Male,79,2,5,General Services Manager,3,Single,19068,21030,1,1,18,3,4,33,2,4,33,7,15,12,0
32,25-54,Travel_Rarely,1401,General Services,4,2,Business Administration,3,Female,56,3,1,Office Support Staff,2,Married,3931,20990,2,0,11,3,1,6,5,3,4,3,1,2,0
32,25-54,Travel_Rarely,515,Property Operations,1,3,Facilities Management,4,Male,62,2,1,Property Operations Staff,3,Single,3730,9571,0,1,14,3,4,4,2,1,3,2,1,2,1
39,25-54,Travel_Rarely,1431,Property Operations,1,4,Facilities Management,3,Female,96,3,1,Property Operations Staff,3,Divorced,2232,15417,7,0,14,3,3,7,1,3,3,2,1,2,0
32,25-54,Non-Travel,976,General Services,26,4,Business Administration,3,Male,100,3,2,Procurement Officer,4,Married,4465,12069,0,0,18,3,1,4,2,3,3,2,2,2,0
41,25-54,Travel_Rarely,1411,Property Operations,19,2,Facilities Management,3,Male,36,3,2,Utilities & Equipment Technician,1,Divorced,3072,19877,2,0,16,3,1,17,2,2,1,0,0,0,0
40,25-54,Travel_Rarely,1300,Property Operations,24,2,Facilities Management,1,Male,62,3,2,Utilities & Equipment Technician,4,Divorced,3319,24447,1,0,17,3,1,9,3,3,9,8,4,7,0
45,25-54,Travel_Rarely,252,Property Operations,1,3,Facilities Management,3,Male,70,4,5,Property Operations Manager,4,Married,19202,15970,0,0,11,3,3,25,2,3,24,0,1,7,0
31,25-54,Travel_Frequently,1327,Property Operations,3,4,Facilities Management,2,Male,73,3,3,Utilities & Equipment Technician,3,Divorced,13675,13523,9,0,12,3,1,9,3,3,2,2,2,2,0
33,25-54,Travel_Rarely,832,Property Operations,5,4,Facilities Management,3,Female,63,2,1,Utilities & Equipment Technician,4,Married,2911,14776,1,0,13,3,3,2,2,2,2,2,0,2,0
34,25-54,Travel_Rarely,470,Property Operations,2,4,Facilities Management,4,Male,84,2,2,Utilities & Equipment Technician,1,Married,5957,23687,6,0,13,3,2,13,3,3,11,9,5,9,0
37,25-54,Travel_Rarely,1017,Property Operations,1,2,Facilities Management,3,Female,83,2,1,Utilities & Equipment Technician,1,Married,3920,18697,2,0,14,3,1,17,2,2,3,1,0,2,0
45,25-54,Travel_Frequently,1199,Property Operations,7,4,Facilities Management,1,Male,77,4,2,Utilities & Equipment Technician,3,Married,6434,5118,4,0,17,3,4,9,1,3,3,2,0,2,0
37,25-54,Travel_Frequently,504,Property Operations,10,3,Facilities Management,1,Male,61,3,3,Utilities & Equipment Technician,3,Divorced,10048,22573,6,0,11,3,2,17,5,3,1,0,0,0,1
39,25-54,Travel_Frequently,505,Property Operations,2,4,Facilities Management,3,Female,64,3,3,Utilities & Equipment Technician,3,Single,10938,6420,0,0,25,4,4,20,1,3,19,6,11,8,0
29,25-54,Travel_Rarely,665,Property Operations,15,3,Facilities Management,3,Male,60,3,1,Utilities & Equipment Technician,4,Single,2340,22673,1,0,19,3,1,6,1,3,6,5,1,5,0
42,25-54,Travel_Rarely,916,Property Operations,17,2,Real Estate,4,Female,82,4,2,Utilities & Equipment Technician,1,Single,6545,23016,3,1,13,3,3,10,1,3,3,2,0,2,0
29,25-54,Travel_Rarely,1247,General Services,20,2,Business Administration,4,Male,45,3,2,Utilities & Maintenance Staff,4,Divorced,6931,10732,2,0,14,3,4,10,2,3,3,2,0,2,0
25,25-54,Travel_Rarely,685,Property Operations,1,3,Real Estate,1,Female,62,3,2,Property Operations Staff,3,Married,4898,7505,0,0,12,3,4,5,3,3,4,2,1,2,0
42,25-54,Travel_Rarely,269,Property Operations,2,3,Real Estate,4,Female,56,2,1,Property Operations Staff,1,Divorced,2593,8007,0,1,11,3,3,10,4,3,9,6,7,8,0
40,25-54,Travel_Rarely,1416,Property Operations,2,2,Real Estate,1,Male,49,3,5,Property Operations Manager,3,Divorced,19436,5949,0,0,19,3,4,22,5,3,21,7,3,9,0
51,25-54,Travel_Rarely,833,Property Operations,1,3,Real Estate,3,Male,96,3,1,Property Operations Staff,4,Married,2723,23231,1,0,11,3,2,1,0,2,1,0,0,0,0
31,25-54,Travel_Frequently,307,Property Operations,29,2,Real Estate,3,Male,71,2,1,Property Operations Staff,2,Single,3479,11652,0,0,11,3,2,6,2,4,5,4,1,4,1
32,25-54,Travel_Frequently,1311,Property Operations,7,3,Facilities Management,2,Male,100,4,1,Property Operations Staff,2,Married,2794,26062,1,0,20,4,3,5,3,1,5,1,0,3,0
38,25-54,Non-Travel,1327,General Services,2,2,Office Management,4,Male,39,2,2,Office Support Staff,4,Married,5249,19682,3,0,18,3,4,13,0,3,8,7,7,5,0
32,25-54,Travel_Rarely,128,Property Operations,2,1,Real Estate,4,Male,84,2,2,Utilities & Equipment Technician,1,Single,2176,19737,4,0,13,3,4,9,5,3,6,2,0,4,0
46,25-54,Travel_Rarely,488,General Services,2,3,Office Management,3,Female,75,1,4,Administrative Officer,2,Married,16872,14977,3,1,12,3,2,28,2,2,7,7,7,7,0
28,25-54,Travel_Rarely,529,Property Operations,2,4,Real Estate,1,Male,79,3,1,Property Operations Staff,3,Single,3485,14935,2,0,11,3,3,5,5,1,0,0,0,0,1
29,25-54,Travel_Rarely,1210,General Services,2,3,Office Management,1,Male,78,2,2,Office Support Staff,2,Married,6644,3687,2,0,19,3,2,10,2,3,0,0,0,0,0
31,25-54,Travel_Rarely,1463,Property Operations,23,3,Facilities Management,2,Male,64,2,2,Property Operations Staff,4,Married,5582,14408,0,0,21,4,2,10,2,3,9,0,7,8,0
25,25-54,Non-Travel,675,Property Operations,5,2,Facilities Management,2,Male,85,4,2,Property Operations Staff,1,Divorced,4000,18384,1,0,12,3,4,6,2,3,6,3,1,5,0
45,25-54,Travel_Rarely,1385,Property Operations,20,2,Property Management,3,Male,79,3,4,Maintenance Supervisor,4,Married,13496,7501,0,1,14,3,2,21,2,3,20,7,4,10,0
36,25-54,Travel_Rarely,1403,Property Operations,6,3,Property Management,4,Male,47,3,1,Building Engineer,4,Married,3210,20251,0,0,11,3,3,16,4,3,15,13,10,11,0
55,55-64,Travel_Rarely,452,Property Operations,1,3,Real Estate,4,Male,81,3,5,Property Manager,1,Single,19045,18938,0,1,14,3,3,37,2,3,36,10,4,13,0
47,25-54,Non-Travel,666,Property Operations,29,4,Real Estate,1,Male,88,3,3,Facilities Operations Officer,2,Married,11849,10268,1,1,12,3,4,10,2,2,10,7,9,9,1
28,25-54,Travel_Rarely,1158,Property Operations,9,3,Facilities Management,4,Male,94,3,1,Property Operations Staff,4,Married,2070,2613,1,0,23,4,4,5,3,2,5,2,0,4,0
37,25-54,Travel_Rarely,228,General Services,6,4,Public Administration,3,Male,98,3,2,Utilities & Maintenance Staff,4,Married,6502,22825,4,0,14,3,2,7,5,4,5,4,0,1,0
21,15-24,Travel_Rarely,996,Property Operations,3,2,Real Estate,4,Male,100,2,1,Property Operations Staff,3,Single,3230,10531,1,0,17,3,1,3,4,4,3,2,1,0,0
37,25-54,Non-Travel,728,Property Operations,1,4,Real Estate,1,Female,80,3,3,Security Supervisor,4,Divorced,13603,11677,2,1,18,3,1,15,2,3,5,2,0,2,0
35,25-54,Travel_Rarely,1315,Property Operations,22,3,Real Estate,2,Female,71,4,3,Security Supervisor,2,Divorced,11996,19100,7,0,18,3,2,10,6,2,7,7,6,2,0
38,25-54,Travel_Rarely,322,General Services,7,2,Business Administration,1,Female,44,4,2,Property Operations Staff,1,Divorced,5605,19191,1,1,24,4,3,8,3,3,8,0,7,7,0
26,25-54,Travel_Frequently,1479,Property Operations,1,3,Real Estate,3,Female,84,3,2,Utilities & Equipment Technician,2,Divorced,6397,26767,1,0,20,4,1,6,6,1,6,5,1,4,0
50,25-54,Travel_Rarely,797,Property Operations,4,1,Facilities Management,1,Male,96,3,5,Property Operations Manager,2,Divorced,19144,15815,3,0,14,3,1,28,4,2,10,4,1,6,0
53,25-54,Travel_Rarely,1070,Property Operations,3,4,Facilities Management,3,Male,45,3,4,Maintenance Supervisor,3,Married,17584,21016,3,1,16,3,4,21,5,2,5,3,1,3,0
